Index     FlowId          Size              Sent              Recv              FCT               PfcDur            
581        96              313.813           313.813           313.813           41.594            0                 
582        718             322.106           322.106           322.106           110.027           0                 
583        537             326.733           326.733           326.733           70.268            0                 
584        696             340.503           340.503           340.503           48.882            0                 
585        936             340.681           340.681           340.681           44.829            0                 
586        674             350.448           350.448           350.448           111.848           0                 
587        69              351.666           351.666           351.666           65.532            0                 
588        785             366.81            366.81            366.81            61.174            0                 
589        659             371.774           371.774           371.774           49.139            0                 
590        295             373.551           373.551           373.551           40.703            0                 
591        33              374.582           374.582           374.582           266.395           0                 
592        686             384.08            384.08            384.08            209.761           0                 
593        815             385.155           385.155           385.155           52.75             0                 
594        910             394.706           394.706           394.706           95.394            0                 
595        92              409.001           409.001           409.001           80.548            0                 
596        819             411.302           411.302           411.302           63.862            0                 
597        360             425.527           425.527           425.527           67.224            0                 
598        498             430.716           430.716           430.716           98.5              0                 
599        346             435.764           435.764           435.764           212.9             0                 
600        30              464.577           464.577           464.577           117.559           0                 
601        341             469.87            469.87            469.87            91.034            0                 
602        273             496.431           496.431           496.431           88.362            0                 
603        809             503.089           503.089           503.089           128.216           0                 
604        174             513.588           513.588           513.588           119.525           0                 
605        235             529.505           529.505           529.505           109.062           0                 
606        576             547.199           547.199           547.199           283.217           0                 
607        277             564.051           564.051           564.051           143.472           0                 
608        508             568.9             568.9             568.9             139.117           0                 
609        668             579.43            579.43            579.43            152.176           0                 
610        194             580.381           580.381           580.381           157.436           0                 
611        29              597.655           597.655           597.655           869.286           0                 
612        127             598.292           598.292           598.292           115.321           0                 
613        178             600.524           600.524           600.524           207.237           0                 
614        364             606.052           606.052           606.052           561.319           0                 
615        803             614.249           614.249           614.249           118.557           0                 
616        464             647.309           647.309           647.309           225.115           0                 
617        901             658.925           658.925           658.925           529.032           0                 
618        246             660.173           660.173           660.173           594.947           0                 
619        514             669.275           669.275           669.275           860.181           0                 
620        124             679.02            679.02            679.02            702.11            0                 
621        851             730.951           730.951           730.951           629.549           0                 
622        135             733.656           733.656           733.656           368.475           0                 
623        340             764.816           764.816           764.816           282.816           0                 
624        492             766.127           766.127           766.127           318.357           0                 
625        847             778.806           778.806           778.806           393.842           0                 
626        394             782.258           782.258           782.258           820.329           0                 
627        583             799.355           799.355           799.355           684.99            0                 
628        646             799.839           799.839           799.839           765.658           0                 
629        299             818.733           818.733           818.733           403.029           0                 
630        629             853.001           853.001           853.001           667.378           0                 
631        879             857.032           857.032           857.032           991.871           0                 
632        661             861.935           861.935           861.935           507.734           0                 
633        44              873.427           873.427           873.427           575.096           0                 
634        383             874.476           874.476           874.476           1617              0                 
635        317             878.388           878.388           878.388           882.567           0                 
636        483             881.386           881.386           881.386           1008.99           0                 
637        41              886.286           886.286           886.286           1385.14           0                 
638        268             898.35            898.35            898.35            1598.21           0                 
639        279             908.606           908.606           908.606           766.89            0                 
640        862             917.763           917.763           917.763           1141.83           0                 
641        417             927.334           927.334           927.334           886.993           0                 
642        526             940.338           940.338           940.338           670.953           0                 
643        728             944.054           944.054           944.054           1472.05           0                 
644        740             944.139           944.139           944.139           929.447           0                 
645        153             946.962           946.962           946.962           533.01            0                 
646        569             964.277           964.277           964.277           1071.09           0                 
647        904             965.737           965.737           965.737           1265.66           0                 
648        233             981.928           981.928           981.928           1036.22           0                 
649        172             984.77            984.77            984.77            1475.53           0                 
650        676             997.904           997.904           997.904           928.029           0                 
651        76              1009.1            1009.1            1009.1            772.584           0                 
652        429             1031.21           1031.21           1031.21           1281.57           0                 
653        771             1031.41           1031.41           1031.41           1470.37           0                 
654        205             1035.71           1035.71           1035.71           1584.68           0                 
655        186             1053              1053              1053              714.954           0                 
656        349             1063.78           1063.78           1063.78           2203.66           0                 
657        656             1065.75           1065.75           1065.75           2488.96           0                 
658        754             1136.4            1136.4            1136.4            1871.95           0                 
659        338             1142.33           1142.33           1142.33           1180.62           0                 
660        772             1145.63           1145.63           1145.63           788.161           0                 
661        894             1162.08           1162.08           1162.08           1044.29           0                 
662        620             1165.48           1165.48           1165.48           995.879           0                 
663        539             1175.08           1175.08           1175.08           682.896           0                 
664        80              1175.97           1175.97           1175.97           1918.12           0                 
665        934             1189.3            1189.3            1189.3            1314              0                 
666        465             1205.87           1205.87           1205.87           1871.92           0                 
667        168             1218.22           1218.22           1218.22           1504.8            0                 
668        672             1219.6            1219.6            1219.6            1811.9            0                 
669        501             1220.97           1220.97           1220.97           1721.33           0                 
670        707             1232.25           1232.25           1232.25           1287.94           0                 
671        363             1238.38           1238.38           1238.38           1860.35           0                 
672        432             1265.57           1265.57           1265.57           1632.71           0                 
673        732             1272.09           1272.09           1272.09           967.344           0                 
674        749             1295.17           1295.17           1295.17           873.177           0                 
675        171             1297.02           1297.02           1297.02           436.684           0                 
676        584             1298.1            1298.1            1298.1            1460.93           0                 
677        920             1319.5            1319.5            1319.5            2249.13           0                 
678        16              1321.48           1321.48           1321.48           1140.57           0                 
679        840             1336.36           1336.36           1336.36           1711.22           0                 
680        853             1339.73           1339.73           1339.73           1893.7            0                 
681        695             1355.23           1355.23           1355.23           261.282           0                 
682        684             1363.82           1363.82           1363.82           1785.41           0                 
683        875             1370.75           1370.75           1370.75           2171.7            0                 
684        631             1420.97           1420.97           1420.97           1696.22           0                 
685        796             1429.07           1429.07           1429.07           1861.14           0                 
686        321             1441.49           1441.49           1441.49           2515.93           0                 
687        388             1447.32           1447.32           1447.32           1921.86           0                 
688        17              1450.71           1450.71           1450.71           1932.1            0                 
689        829             1463.96           1463.96           1463.96           605.455           0                 
690        120             1467.3            1467.3            1467.3            2358.12           0                 
691        27              1478.03           1478.03           1478.03           1786.66           0                 
692        416             1488.36           1488.36           1488.36           1610.17           0                 
693        211             1489.42           1489.42           1489.42           1987.35           0                 
694        146             1494.43           1494.43           1494.43           1596.44           0                 
695        320             1503.37           1503.37           1503.37           2176.18           0                 
696        630             1503.74           1503.74           1503.74           1818.22           0                 
697        712             1507.72           1507.72           1507.72           1373.36           0                 
698        436             1514.39           1514.39           1514.39           2427.65           0                 
699        870             1521.21           1521.21           1521.21           2391.4            0                 
700        878             1535.52           1535.52           1535.52           2838.47           0                 
701        627             1550.33           1550.33           1550.33           2671.63           0                 
702        133             1559.45           1559.45           1559.45           2242.45           0                 
703        503             1568.46           1568.46           1568.46           2136.5            0                 
704        867             1570.85           1570.85           1570.85           2327.93           0                 
705        602             1574.99           1574.99           1574.99           1600.11           0                 
706        880             1593.51           1593.51           1593.51           2600.36           0                 
707        431             1596.88           1596.88           1596.88           1915.93           0                 
708        225             1626.79           1626.79           1626.79           2038.12           0                 
709        924             1629.12           1629.12           1629.12           2838.09           0                 
710        209             1649.25           1649.25           1649.25           1206.2            0                 
711        362             1650.58           1650.58           1650.58           1698.68           0                 
712        517             1658.87           1658.87           1658.87           2438.76           0                 
713        100             1667.01           1667.01           1667.01           2891.22           0                 
714        579             1680.13           1680.13           1680.13           1983.78           0                 
715        198             1690.74           1690.74           1690.74           1358.17           0                 
716        845             1706.48           1706.48           1706.48           4359.32           0                 
717        454             1707.74           1707.74           1707.74           1742.89           0                 
718        395             1717.23           1717.23           1717.23           1635.7            0                 
719        798             1728.68           1728.68           1728.68           1985.84           0                 
720        617             1736.03           1736.03           1736.03           1130.09           0                 
721        563             1750.25           1750.25           1750.25           2905.93           0                 
722        731             1775.69           1775.69           1775.69           1917.45           0                 
723        471             1781.52           1781.52           1781.52           1578.65           0                 
724        861             1802.15           1802.15           1802.15           2283.4            0                 
725        129             1802.51           1802.51           1802.51           2102.45           0                 
726        298             1826.31           1826.31           1826.31           3111.51           0                 
727        52              1832.82           1832.82           1832.82           1638.37           0                 
728        326             1834.13           1834.13           1834.13           1621.72           0                 
729        251             1842.94           1842.94           1842.94           1909.25           0                 
730        730             1871.23           1871.23           1871.23           2361.51           0                 
731        185             1871.97           1871.97           1871.97           1973.64           0                 
732        827             1872.63           1872.63           1872.63           3879.78           0                 
733        547             1873.47           1873.47           1873.47           2634.17           0                 
734        118             1876.42           1876.42           1876.42           2315.51           0                 
735        313             1877.29           1877.29           1877.29           2240.74           0                 
736        710             1881.47           1881.47           1881.47           3003.01           0                 
737        716             1900.17           1900.17           1900.17           2375.17           0                 
738        603             1901.24           1901.24           1901.24           3510.24           0                 
739        925             1929.05           1929.05           1929.05           2871.1            0                 
740        42              1936.57           1936.57           1936.57           1540.98           0                 
741        821             1937.93           1937.93           1937.93           3321.7            0                 
742        787             1943.31           1943.31           1943.31           2223.03           0                 
743        74              1954.9            1954.9            1954.9            1813.96           0                 
744        469             1973.37           1973.37           1973.37           2743.34           0                 
745        288             1984.74           1984.74           1984.74           2323.95           0                 
746        554             1999.17           1999.17           1999.17           1740.6            0                 
747        330             2021.23           2021.23           2021.23           2143.17           0                 
748        162             2096.8            2096.8            2096.8            1283.26           0                 
749        387             2135.29           2135.29           2135.29           2530.91           0                 
750        144             2173.67           2173.67           2173.67           3307.67           0                 
751        496             2173.98           2173.98           2173.98           3634.13           0                 
752        212             2184.46           2184.46           2184.46           3529.79           0                 
753        930             2229.51           2229.51           2229.51           936.869           0                 
754        132             2238.78           2238.78           2238.78           3364.03           0                 
755        292             2365.66           2365.66           2365.66           2166.02           0                 
756        877             2375.88           2375.88           2375.88           3793.74           0                 
757        78              2430.54           2430.54           2430.54           1875.98           0                 
758        800             2444.44           2444.44           2444.44           3409.11           0                 
759        266             2455.9            2455.9            2455.9            3795.28           0                 
760        818             2456.42           2456.42           2456.42           2556.57           0                 
761        932             2480.29           2480.29           2480.29           3605.29           0                 
762        779             2499.66           2499.66           2499.66           2789.33           0                 
763        339             2500.02           2500.02           2500.02           3753.95           0                 
764        187             2573.05           2573.05           2573.05           3033.47           0                 
765        166             2627.77           2627.77           2627.77           1664.83           0                 
766        226             2655.26           2655.26           2655.26           1980.07           0                 
767        594             2664.18           2664.18           2664.18           3988.9            0                 
768        250             2686.25           2686.25           2686.25           1948.92           0                 
769        807             2781.98           2781.98           2781.98           3783.24           0                 
770        39              2821.73           2821.73           2821.73           2840.58           0                 
771        175             2858.65           2858.65           2858.65           3478.47           0                 
772        489             2892.61           2892.61           2892.61           4427.86           0                 
773        28              2900.36           2900.36           2900.36           3616.51           0                 
774        837             2926.01           2926.01           2926.01           2169.17           0                 
775        448             2939.69           2939.69           2939.69           3330.32           0                 
776        352             2962.85           2962.85           2962.85           4554.9            0                 
777        414             3024.47           3024.47           3024.47           4317.08           0                 
778        763             3044.6            3044.6            3044.6            3780.52           0                 
779        236             3051.5            3051.5            3051.5            4786.34           0                 
780        738             3056.15           3056.15           3056.15           5430.02           0                 
781        151             3139.58           3139.58           3139.58           3151.09           0                 
782        614             3266.77           3266.77           3266.77           2738.05           0                 
783        855             3331.3            3331.3            3331.3            1986.93           0                 
784        232             3350.15           3350.15           3350.15           4190.01           0                 
785        109             3353.69           3353.69           3353.69           5103.6            0                 
786        282             3490.76           3490.76           3490.76           4034.7            0                 
787        418             3613.28           3613.28           3613.28           4926.05           0                 
788        191             3639.44           3639.44           3639.44           4667.41           0                 
789        725             3700.58           3700.58           3700.58           5286.79           0                 
790        420             3714.78           3714.78           3714.78           2663.36           0                 
791        488             3739.33           3739.33           3739.33           3981.18           0                 
792        147             3765.98           3765.98           3765.98           3669.73           0                 
793        504             3766.84           3766.84           3766.84           4334.18           0                 
794        516             3790.59           3790.59           3790.59           3084.65           0                 
795        358             3790.62           3790.62           3790.62           1493.36           0                 
796        688             3794.05           3794.05           3794.05           5837.35           0                 
797        562             3825.01           3825.01           3825.01           4712.85           0                 
798        150             3837.95           3837.95           3837.95           3926.41           0                 
799        884             3838.02           3838.02           3838.02           4612.44           0                 
800        247             3887.53           3887.53           3887.53           5360.97           0                 
801        276             3915.5            3915.5            3915.5            5070.75           0                 
802        479             3916.73           3916.73           3916.73           3329.47           0                 
803        53              3966.04           3966.04           3966.04           5034.87           0                 
804        90              3970.37           3970.37           3970.37           1389.82           0                 
805        426             4039.32           4039.32           4039.32           4738.08           0                 
806        766             4043.59           4043.59           4043.59           4044.94           0                 
807        348             4054.22           4054.22           4054.22           4252.73           0                 
808        157             4072.69           4072.69           4072.69           4590.05           0                 
809        23              4116.19           4116.19           4116.19           5264.33           0                 
810        385             4155.52           4155.52           4155.52           2306.14           0                 
811        741             4222.19           4222.19           4222.19           4716.65           0                 
812        727             4257.84           4257.84           4257.84           3512.32           0                 
813        918             4295.74           4295.74           4295.74           3952.33           0                 
814        633             4352.51           4352.51           4352.51           2253.95           0                 
815        919             4362.45           4362.45           4362.45           3191.7            0                 
816        141             4400.26           4400.26           4400.26           5726.94           0                 
817        12              4431.86           4431.86           4431.86           5192.56           0                 
818        450             4445.63           4445.63           4445.63           4289.3            0                 
819        50              4491.1            4491.1            4491.1            1325.52           0                 
820        314             4498.97           4498.97           4498.97           2018.1            0                 
821        173             4590.33           4590.33           4590.33           6842.82           0                 
822        682             4606.57           4606.57           4606.57           2077.57           0                 
823        874             4609.76           4609.76           4609.76           6054.63           0                 
824        511             4632.43           4632.43           4632.43           5300.1            0                 
825        685             4634              4634              4634              3346.8            0                 
826        136             4652.98           4652.98           4652.98           6314.68           0                 
827        843             4661.81           4661.81           4661.81           2944.33           0                 
828        104             4686.6            4686.6            4686.6            3781.84           0                 
829        742             4691.64           4691.64           4691.64           4207.92           0                 
830        22              4698.67           4698.67           4698.67           5259.94           0                 
831        704             4738.56           4738.56           4738.56           3988.12           0                 
832        744             4748.21           4748.21           4748.21           5457.82           0                 
833        634             4754.52           4754.52           4754.52           5402.25           0                 
834        257             4781.64           4781.64           4781.64           5255.17           0                 
835        304             4799.54           4799.54           4799.54           5756.36           0                 
836        294             4841.32           4841.32           4841.32           5996.56           0                 
837        781             4881.14           4881.14           4881.14           4400.86           0                 
838        586             4894.78           4894.78           4894.78           4146.62           0                 
839        458             4922.72           4922.72           4922.72           5600.75           0                 
840        159             4936.49           4936.49           4936.49           3885.6            0                 
841        380             4966.47           4966.47           4966.47           1560.89           0                 
842        164             5064.02           5064.02           5064.02           7039.44           0                 
843        145             5110.61           5110.61           5110.61           3475.26           0                 
844        776             5223.6            5223.6            5223.6            2871.71           0                 
845        334             5381.87           5381.87           5381.87           5747.02           0                 
846        14              5485.99           5485.99           5485.99           7572.03           0                 
847        720             5632.83           5632.83           5632.83           6657.75           0                 
848        601             6037.28           6037.28           6037.28           4791.97           0                 
849        359             6265.52           6265.52           6265.52           7502.35           0                 
850        249             6391.53           6391.53           6391.53           4798.39           0                 
851        307             6462.82           6462.82           6462.82           6194.71           0                 
852        35              6493.88           6493.88           6493.88           3594.02           0                 
853        165             6528.91           6528.91           6528.91           6869.5            0                 
854        435             6557.97           6557.97           6557.97           8670.42           0                 
855        433             6668.85           6668.85           6668.85           5603.71           0                 
856        87              6692.3            6692.3            6692.3            5937.81           0                 
857        105             6801.4            6801.4            6801.4            8041.63           0                 
858        202             6808.46           6808.46           6808.46           5514.22           0                 
859        218             6878.13           6878.13           6878.13           3659.33           0                 
860        131             6990.41           6990.41           6990.41           6535.68           0                 
861        354             7043.07           7043.07           7043.07           5454.93           0                 
862        816             7060.24           7060.24           7060.24           3833.67           0                 
863        788             7073.08           7073.08           7073.08           7516.92           0                 
864        262             7189.53           7189.53           7189.53           5329.55           0                 
865        834             7206.7            7206.7            7206.7            6573.57           0                 
866        935             7227.39           7227.39           7227.39           5318.37           0                 
867        240             7238.43           7238.43           7238.43           7110.48           0                 
868        711             7245.49           7245.49           7245.49           6944.18           0                 
869        736             7247.14           7247.14           7247.14           5680.83           0                 
870        107             7251.29           7251.29           7251.29           7594.39           0                 
871        912             7556.3            7556.3            7556.3            5935.67           0                 
872        121             7693.85           7693.85           7693.85           8362.7            0                 
873        283             7848.47           7848.47           7848.47           6905.67           0                 
874        737             7933.82           7933.82           7933.82           7174.29           0                 
875        820             8022.78           8022.78           8022.78           7219.14           0                 
876        405             8104.18           8104.18           8104.18           6272.03           0                 
877        375             8257.73           8257.73           8257.73           4119.87           0                 
878        882             8344.25           8344.25           8344.25           4447.18           0                 
879        600             8421              8421              8421              3797.61           0                 
880        758             8426.66           8426.66           8426.66           4612.47           0                 
881        399             8443.28           8443.28           8443.28           6698.01           0                 
882        864             8446.69           8446.69           8446.69           4385.28           0                 
883        6               8523.36           8523.36           8523.36           4979.75           0                 
884        542             8622.39           8622.39           8622.39           4510.4            0                 
885        184             8634.66           8634.66           8634.66           5576.02           0                 
886        582             8687.15           8687.15           8687.15           6726.41           0                 
887        548             8736.25           8736.25           8736.25           7529.14           0                 
888        892             8739.6            8739.6            8739.6            5537.11           0                 
889        379             8805.28           8805.28           8805.28           5776.93           0                 
890        568             8883.4            8883.4            8883.4            9228.27           0                 
891        649             8907.42           8907.42           8907.42           5981.07           0                 
892        858             8995.35           8995.35           8995.35           3223.24           0                 
893        750             9073.4            9073.4            9073.4            4537.38           0                 
894        115             9397.51           9397.51           9397.51           9761.98           0                 
895        598             9399.69           9399.69           9399.69           7987.35           0                 
896        589             9417.37           9417.37           9417.37           8014.78           0                 
897        558             9437.51           9437.51           9437.51           2259.42           0                 
898        808             9439.64           9439.64           9439.64           7663.08           0                 
899        411             9465.54           9465.54           9465.54           7483.35           0                 
900        163             9467.94           9467.94           9467.94           6710.64           0                 
901        655             9572.25           9572.25           9572.25           9095.83           0                 
902        850             9601.06           9601.06           9601.06           6893.52           0                 
903        726             9742.98           9742.98           9742.98           4559.83           0                 
904        612             9755.22           9755.22           9755.22           8455.64           0                 
905        207             9943.55           9943.55           9943.55           5651.01           0                 
906        561             10406.5           10406.5           10406.5           6900.29           0                 
907        665             10473.1           10473.1           10473.1           3673.38           0                 
908        691             10818             10818             10818             5787.53           0                 
909        652             11188.9           11188.9           11188.9           5307.88           0                 
910        459             12931.8           12931.8           12931.8           7053.21           0                 
911        916             13289.5           13289.5           13289.5           10632.9           0                 
912        557             14271.8           14271.8           14271.8           6550.82           0                 
913        836             14319.6           14319.6           14319.6           5933.23           0                 
914        378             14623.1           14623.1           14623.1           7686.1            0                 
915        391             15444.9           15444.9           15444.9           6754.75           0                 
916        580             15486.3           15486.3           15486.3           5405.04           0                 
917        663             15853.1           15853.1           15853.1           7132.47           0                 
918        814             16302             16302             16302             4552.02           0                 
919        473             16917.6           16917.6           16917.6           7901.61           0                 
920        903             17232.4           17232.4           17232.4           7514.85           0                 
921        122             17405.7           17405.7           17405.7           10174.7           0                 
922        876             18025.6           18025.6           18025.6           13037.7           0                 
923        38              19575.5           19575.5           19575.5           7863.66           0                 
924        615             19590.7           19590.7           19590.7           6071.43           0                 
925        921             19657.5           19657.5           19657.5           11014.8           0                 
926        687             21292.4           21292.4           21292.4           7227.04           0                 
927        345             21698             21698             21698             14034.5           0                 
928        475             21728.2           21728.2           21728.2           8856.92           0                 
929        403             22404.3           22404.3           22404.3           6929.81           0                 
930        759             22413.2           22413.2           22413.2           8449.9            0                 
931        917             22430.5           22430.5           22430.5           11616.6           0                 
932        909             23503.9           23503.9           23503.9           13647.1           0                 
933        724             23630.7           23630.7           23630.7           8752.3            0                 
934        228             24901             24901             24901             10103.1           0                 
935        390             26865.6           26865.6           26865.6           6466.07           0                 
936        169             27361             27361             27361             7785.38           0                 
937        289             28761.2           28761.2           28761.2           11924.4           0                 
938        5               29283             29283             29283             9896.59           0                 
avg_fct 1338.292731
avg_fct_small 19.910130
avg_fct_large 6986.640473
99_small_fct 44.855000
99_fct 6929.814000
flow_cnt 939
small_flow_cnt 469
large_flow_cnt 93
max_small_flow_index 469
min_large_flow_index 845
99_small_flow_index 464
99_flow_index 929
